dteday,hr,datetime,cnt,temp,hum,windspeed,traffic_factor,weather_condition,holiday_flag,weekend_flag,area_name,bike_model,event_name,base_price,surge_multiplier,final_price,zone
2024-05-30,8,2024-05-30 08:00:00,1228,31.0,56.9,18.5,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-30,9,2024-05-30 09:00:00,1209,32.0,62.9,12.5,0.81,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-30,10,2024-05-30 10:00:00,899,31.0,55.1,13.8,0.79,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-30,11,2024-05-30 11:00:00,339,26.3,55.4,12.4,0.76,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-30,12,2024-05-30 12:00:00,768,29.7,64.9,0.1,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-30,13,2024-05-30 13:00:00,541,24.9,58.0,12.4,0.7,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-30,14,2024-05-30 14:00:00,770,27.9,66.3,10.9,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-30,15,2024-05-30 15:00:00,808,25.4,60.4,12.8,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-30,16,2024-05-30 16:00:00,989,28.8,53.4,0.1,0.79,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-30,17,2024-05-30 17:00:00,1132,28.8,58.2,4.9,0.76,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-30,18,2024-05-30 18:00:00,1088,30.4,68.3,11.3,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-30,19,2024-05-30 19:00:00,754,28.2,59.1,3.8,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-30,20,2024-05-30 20:00:00,941,26.6,70.9,25.2,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-30,21,2024-05-30 21:00:00,701,30.0,60.4,6.9,0.8,Foggy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-30,22,2024-05-30 22:00:00,496,27.7,65.2,1.8,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-30,23,2024-05-30 23:00:00,705,25.6,60.6,2.8,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,0,2024-05-31 00:00:00,712,33.0,58.8,10.5,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,1,2024-05-31 01:00:00,291,31.5,50.9,11.9,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-31,2,2024-05-31 02:00:00,583,25.8,59.9,10.9,0.77,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-31,3,2024-05-31 03:00:00,650,26.9,60.3,4.4,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,4,2024-05-31 04:00:00,275,31.0,64.7,1.6,0.77,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-31,5,2024-05-31 05:00:00,892,29.4,60.2,6.0,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,6,2024-05-31 06:00:00,1009,27.8,54.7,3.1,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,7,2024-05-31 07:00:00,1183,26.5,64.4,18.8,0.81,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-31,8,2024-05-31 08:00:00,912,29.0,55.0,1.3,0.83,Light Rain,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,9,2024-05-31 09:00:00,1146,28.0,66.6,15.2,0.84,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-31,10,2024-05-31 10:00:00,1051,27.5,57.0,5.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,11,2024-05-31 11:00:00,629,25.4,64.5,8.9,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-31,12,2024-05-31 12:00:00,838,25.0,61.2,1.0,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,13,2024-05-31 13:00:00,708,27.7,62.5,3.8,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,14,2024-05-31 14:00:00,669,28.7,59.9,3.9,0.74,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,15,2024-05-31 15:00:00,845,28.9,51.9,14.3,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,16,2024-05-31 16:00:00,904,30.4,62.0,7.2,0.81,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,17,2024-05-31 17:00:00,1037,29.4,65.1,7.0,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,18,2024-05-31 18:00:00,1036,29.9,51.9,2.0,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,19,2024-05-31 19:00:00,1062,27.0,52.5,11.0,0.81,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-05-31,20,2024-05-31 20:00:00,944,31.4,52.4,4.9,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-05-31,21,2024-05-31 21:00:00,555,29.8,62.8,4.8,0.81,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-05-31,22,2024-05-31 22:00:00,747,29.7,58.8,3.2,0.79,Cloudy,1,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-05-31,23,2024-05-31 23:00:00,697,29.4,68.5,5.6,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,0,2024-06-01 00:00:00,831,26.4,76.9,12.1,0.72,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,1,2024-06-01 01:00:00,727,25.9,85.0,4.1,0.76,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,2,2024-06-01 02:00:00,680,27.8,64.2,2.5,0.71,Foggy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,3,2024-06-01 03:00:00,808,28.5,67.2,4.1,0.72,Clear,1,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,4,2024-06-01 04:00:00,830,27.8,79.2,7.0,0.77,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,5,2024-06-01 05:00:00,370,30.1,63.7,0.8,0.74,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-01,6,2024-06-01 06:00:00,993,26.6,69.1,1.8,0.76,Foggy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,7,2024-06-01 07:00:00,1306,25.3,67.8,2.4,0.79,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,8,2024-06-01 08:00:00,1017,26.2,72.2,3.1,0.83,Light Rain,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,9,2024-06-01 09:00:00,1358,27.1,73.5,1.7,0.81,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,10,2024-06-01 10:00:00,1179,25.3,75.1,2.4,0.79,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,11,2024-06-01 11:00:00,945,27.6,66.1,4.7,0.81,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,12,2024-06-01 12:00:00,373,25.8,69.7,5.0,0.78,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-01,13,2024-06-01 13:00:00,745,28.1,65.1,9.9,0.75,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,14,2024-06-01 14:00:00,856,23.5,66.7,10.6,0.74,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,15,2024-06-01 15:00:00,956,29.0,70.2,0.0,0.73,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,16,2024-06-01 16:00:00,1080,26.2,64.8,3.0,0.75,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,17,2024-06-01 17:00:00,464,26.0,67.2,5.1,0.84,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-01,18,2024-06-01 18:00:00,1316,26.8,64.9,6.9,0.82,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,19,2024-06-01 19:00:00,1246,23.8,74.5,2.6,0.75,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-01,20,2024-06-01 20:00:00,1052,26.4,67.0,0.6,0.74,Cloudy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-01,21,2024-06-01 21:00:00,328,27.4,67.2,7.8,0.75,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-01,22,2024-06-01 22:00:00,770,25.7,72.8,17.8,0.75,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-01,23,2024-06-01 23:00:00,812,28.7,67.6,0.5,0.72,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,0,2024-06-02 00:00:00,744,25.1,66.5,6.5,0.78,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,1,2024-06-02 01:00:00,757,22.9,64.7,0.9,0.7,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,2,2024-06-02 02:00:00,764,23.9,70.4,12.6,0.75,Clear,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,3,2024-06-02 03:00:00,812,27.1,67.2,5.6,0.76,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,4,2024-06-02 04:00:00,590,27.6,72.9,8.6,0.7,Light Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-02,5,2024-06-02 05:00:00,956,28.0,69.1,13.8,0.72,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,6,2024-06-02 06:00:00,1181,28.5,61.2,2.7,0.77,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,7,2024-06-02 07:00:00,525,30.1,68.9,13.3,0.8,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-02,8,2024-06-02 08:00:00,1357,28.6,62.7,7.6,0.81,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,9,2024-06-02 09:00:00,1311,26.2,62.8,11.5,0.79,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,10,2024-06-02 10:00:00,762,27.7,71.8,8.5,0.75,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,11,2024-06-02 11:00:00,939,22.7,64.3,5.9,0.77,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,12,2024-06-02 12:00:00,631,23.1,68.0,4.1,0.75,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,13,2024-06-02 13:00:00,311,26.0,73.6,2.8,0.7,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-02,14,2024-06-02 14:00:00,669,24.5,68.2,11.2,0.75,Light Rain,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-02,15,2024-06-02 15:00:00,918,27.4,68.1,3.7,0.76,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,16,2024-06-02 16:00:00,1069,25.6,69.4,15.3,0.81,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,17,2024-06-02 17:00:00,1163,26.4,68.2,7.3,0.8,Clear,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,18,2024-06-02 18:00:00,1151,25.1,67.8,7.1,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,19,2024-06-02 19:00:00,1141,23.8,74.0,3.8,0.77,Cloudy,0,1,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-02,20,2024-06-02 20:00:00,883,21.5,65.4,0.2,0.83,Foggy,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,21,2024-06-02 21:00:00,354,27.0,70.1,5.1,0.73,Heavy Rain,0,1,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-02,22,2024-06-02 22:00:00,841,27.4,71.6,4.4,0.74,Clear,0,1,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-02,23,2024-06-02 23:00:00,762,25.3,70.3,7.1,0.71,Cloudy,0,1,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,0,2024-06-03 00:00:00,779,27.9,70.0,1.6,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,1,2024-06-03 01:00:00,725,26.1,69.0,8.6,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,2,2024-06-03 02:00:00,677,25.4,74.2,6.1,0.73,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,3,2024-06-03 03:00:00,803,28.0,72.6,0.4,0.73,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,4,2024-06-03 04:00:00,785,25.0,70.7,6.2,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,5,2024-06-03 05:00:00,604,26.7,67.3,7.1,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-03,6,2024-06-03 06:00:00,749,27.6,68.8,2.0,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,7,2024-06-03 07:00:00,1171,24.4,63.0,6.1,0.83,Clear,1,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-03,8,2024-06-03 08:00:00,1176,24.2,68.9,0.2,0.88,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-03,9,2024-06-03 09:00:00,1273,28.0,65.8,3.3,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-03,10,2024-06-03 10:00:00,1050,24.9,67.6,11.0,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-03,11,2024-06-03 11:00:00,692,25.6,70.3,14.2,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,12,2024-06-03 12:00:00,771,25.1,72.4,15.8,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,13,2024-06-03 13:00:00,754,25.3,65.2,4.2,0.7,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,14,2024-06-03 14:00:00,289,24.9,77.4,4.9,0.72,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-03,15,2024-06-03 15:00:00,856,24.8,69.4,2.5,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-03,16,2024-06-03 16:00:00,950,25.6,69.6,2.2,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-03,17,2024-06-03 17:00:00,1062,27.1,59.8,3.5,0.83,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-03,18,2024-06-03 18:00:00,459,30.2,71.9,6.0,0.77,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-03,19,2024-06-03 19:00:00,741,29.2,69.4,11.0,0.84,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-03,20,2024-06-03 20:00:00,388,23.9,71.2,3.7,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-03,21,2024-06-03 21:00:00,846,28.0,68.7,9.0,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-03,22,2024-06-03 22:00:00,543,32.2,64.3,5.7,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-03,23,2024-06-03 23:00:00,700,29.2,74.6,2.9,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,0,2024-06-04 00:00:00,732,25.2,69.5,7.2,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,1,2024-06-04 01:00:00,591,22.5,75.6,4.4,0.7,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-04,2,2024-06-04 02:00:00,505,29.2,70.6,8.1,0.75,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-04,3,2024-06-04 03:00:00,687,27.2,66.0,5.5,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,4,2024-06-04 04:00:00,768,28.3,69.1,5.3,0.8,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,5,2024-06-04 05:00:00,893,25.4,74.2,2.1,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,6,2024-06-04 06:00:00,1049,28.4,70.1,9.4,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,7,2024-06-04 07:00:00,1210,25.2,67.0,1.0,0.82,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-04,8,2024-06-04 08:00:00,1233,27.9,64.7,8.8,0.81,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-04,9,2024-06-04 09:00:00,1250,23.8,78.1,0.7,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-04,10,2024-06-04 10:00:00,972,28.1,74.0,4.5,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,11,2024-06-04 11:00:00,875,27.6,75.9,1.4,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,12,2024-06-04 12:00:00,780,23.3,70.9,1.3,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,13,2024-06-04 13:00:00,588,26.9,75.9,10.6,0.76,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-04,14,2024-06-04 14:00:00,322,28.7,71.8,1.6,0.75,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-04,15,2024-06-04 15:00:00,905,24.7,74.3,1.7,0.77,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,16,2024-06-04 16:00:00,962,28.4,64.7,2.3,0.83,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,17,2024-06-04 17:00:00,450,26.6,67.2,1.2,0.82,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-04,18,2024-06-04 18:00:00,1081,27.0,63.2,1.8,0.86,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-04,19,2024-06-04 19:00:00,988,26.9,74.2,2.5,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-04,20,2024-06-04 20:00:00,656,23.2,74.3,0.9,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,21,2024-06-04 21:00:00,793,24.0,75.5,10.9,0.72,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,22,2024-06-04 22:00:00,763,25.8,74.4,12.1,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-04,23,2024-06-04 23:00:00,748,25.0,68.2,11.1,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,0,2024-06-05 00:00:00,687,26.2,71.1,5.5,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,1,2024-06-05 01:00:00,596,27.2,63.1,2.2,0.71,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-05,2,2024-06-05 02:00:00,689,24.4,68.4,9.5,0.78,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,3,2024-06-05 03:00:00,777,27.9,71.1,0.1,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,4,2024-06-05 04:00:00,766,26.6,72.1,2.1,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,5,2024-06-05 05:00:00,347,25.5,70.4,4.8,0.78,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-05,6,2024-06-05 06:00:00,949,23.3,68.2,0.0,0.8,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,7,2024-06-05 07:00:00,1241,29.5,72.6,4.9,0.82,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,8,2024-06-05 08:00:00,1275,25.8,74.6,3.7,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,9,2024-06-05 09:00:00,1112,25.1,72.0,1.0,0.8,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,10,2024-06-05 10:00:00,1061,28.2,68.2,5.7,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,11,2024-06-05 11:00:00,911,30.1,61.6,2.3,0.74,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,12,2024-06-05 12:00:00,786,26.9,71.6,6.1,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,13,2024-06-05 13:00:00,749,27.4,65.8,3.6,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,14,2024-06-05 14:00:00,790,26.6,70.3,8.9,0.79,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-05,15,2024-06-05 15:00:00,905,25.3,68.8,8.8,0.79,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,16,2024-06-05 16:00:00,941,28.1,66.9,9.6,0.77,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,17,2024-06-05 17:00:00,1035,25.9,64.2,1.1,0.83,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,18,2024-06-05 18:00:00,1150,24.5,77.0,15.7,0.8,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,19,2024-06-05 19:00:00,1063,27.8,68.3,13.0,0.79,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-05,20,2024-06-05 20:00:00,1035,26.2,70.0,13.2,0.76,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,21,2024-06-05 21:00:00,552,30.5,71.9,3.8,0.72,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-05,22,2024-06-05 22:00:00,818,25.6,75.0,3.4,0.72,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-05,23,2024-06-05 23:00:00,765,28.2,68.7,13.7,0.71,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,0,2024-06-06 00:00:00,624,24.6,72.4,4.7,0.76,Foggy,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-06,1,2024-06-06 01:00:00,735,25.7,71.6,11.2,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,2,2024-06-06 02:00:00,726,23.3,65.5,4.2,0.76,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,3,2024-06-06 03:00:00,642,26.5,67.8,9.9,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,4,2024-06-06 04:00:00,740,25.4,67.4,3.6,0.75,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,5,2024-06-06 05:00:00,650,24.3,73.4,2.2,0.74,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,6,2024-06-06 06:00:00,686,24.4,74.4,8.8,0.79,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,7,2024-06-06 07:00:00,1035,26.7,66.7,3.6,0.83,Foggy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,8,2024-06-06 08:00:00,921,26.1,57.9,6.0,0.89,Light Rain,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,9,2024-06-06 09:00:00,1230,24.7,75.4,0.3,0.82,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-06,10,2024-06-06 10:00:00,1029,26.8,69.0,6.6,0.78,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,11,2024-06-06 11:00:00,382,28.2,66.0,0.1,0.77,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-06,12,2024-06-06 12:00:00,684,28.6,73.6,4.3,0.76,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,13,2024-06-06 13:00:00,541,26.9,73.0,13.8,0.77,Light Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-06,14,2024-06-06 14:00:00,755,25.4,72.3,1.1,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,15,2024-06-06 15:00:00,838,27.8,72.7,6.0,0.8,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,16,2024-06-06 16:00:00,978,26.2,75.4,2.8,0.82,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,17,2024-06-06 17:00:00,966,24.2,67.4,0.7,0.83,Cloudy,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,18,2024-06-06 18:00:00,780,22.4,80.2,9.1,0.8,Light Rain,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,19,2024-06-06 19:00:00,1112,25.3,78.0,5.9,0.83,Clear,0,0,Bangalore,All,None,65.0,1.25,81.25,City
2024-06-06,20,2024-06-06 20:00:00,932,26.8,77.6,11.1,0.75,Clear,0,0,Bangalore,All,None,65.0,1.17,76.05,City
2024-06-06,21,2024-06-06 21:00:00,790,27.3,78.0,13.8,0.79,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,22,2024-06-06 22:00:00,755,25.6,75.0,13.7,0.78,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-06,23,2024-06-06 23:00:00,690,27.9,80.5,5.5,0.7,Cloudy,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-07,0,2024-06-07 00:00:00,316,26.8,72.7,9.0,0.73,Heavy Rain,0,0,Bangalore,All,None,65.0,1.0,65.0,City
2024-06-07,1,2024-06-07 01:00:00,724,26.4,68.7,7.9,0.74,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-07,2,2024-06-07 02:00:00,676,27.2,74.5,1.1,0.74,Cloudy,1,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-07,3,2024-06-07 03:00:00,717,28.7,71.1,16.5,0.75,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
2024-06-07,4,2024-06-07 04:00:00,792,26.5,68.3,1.6,0.72,Clear,0,0,Bangalore,All,None,65.0,1.08,70.2,City
